attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,clean_pred_class,adv_pred_class,clean_class_confidence
fgsm,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0008.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/001_n002771_Felix_Neureuther/0008.tiff,0.025,0.024063,2585,6115,0.0007294922252185643
fgsm,0.025,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/001_n002771_Felix_Neureuther/0009.tiff,0.025,0.023851,2585,6877,1.3094805581204128e-05
fgsm,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/002_n006115_Mike_Posner/0000.tiff,0.025,0.024062,5658,8397,2.8934482543263584e-05
fgsm,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0001.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/002_n006115_Mike_Posner/0001.tiff,0.025,0.024068,5658,2062,2.8746014777425444e-06
fgsm,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0002.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/002_n006115_Mike_Posner/0002.tiff,0.025,0.024001,5658,2066,0.00015031546354293823
fgsm,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/002_n006115_Mike_Posner/0004.tiff,0.025,0.023839,5658,6569,0.0003644140379037708
fgsm,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/002_n006115_Mike_Posner/0005.tiff,0.025,0.023546,5658,8120,1.0809198158767686e-07
fgsm,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0006.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/002_n006115_Mike_Posner/0006.tiff,0.025,0.024071,5658,5518,0.0015208321856334805
fgsm,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0007.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/002_n006115_Mike_Posner/0007.tiff,0.025,0.024071,5658,2246,9.006789980503527e-08
fgsm,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0008.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/002_n006115_Mike_Posner/0008.tiff,0.025,0.024069,5658,5157,0.0005367050762288272
fgsm,0.025,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/002_n006115_Mike_Posner/0009.tiff,0.025,0.024071,5658,5157,0.0001008723775157705
fgsm,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/003_n006980_Philip_Michael_Thomas/0000.tiff,0.025,0.023929,6487,8408,0.0013594046467915177
fgsm,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0001.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/003_n006980_Philip_Michael_Thomas/0001.tiff,0.025,0.023227,6487,3610,2.2684640498482622e-05
fgsm,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0002.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/003_n006980_Philip_Michael_Thomas/0002.tiff,0.025,0.023349,6487,493,8.3064905993524e-06
fgsm,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0003.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/003_n006980_Philip_Michael_Thomas/0003.tiff,0.025,0.023838,6487,4422,0.006401258986443281
fgsm,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/003_n006980_Philip_Michael_Thomas/0004.tiff,0.025,0.024068,6487,8336,0.0035677377600222826
fgsm,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/003_n006980_Philip_Michael_Thomas/0005.tiff,0.025,0.024071,6487,2387,0.00038691877853125334
fgsm,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0007.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/003_n006980_Philip_Michael_Thomas/0007.tiff,0.025,0.024037,6487,2818,6.412044604076073e-05
fgsm,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/003_n006980_Philip_Michael_Thomas/0009.tiff,0.025,0.024068,6487,6518,0.002645565429702401
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0000.tiff,0.025,0.023946,2148,681,0.0039999294094741344
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0001.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0001.tiff,0.025,0.024053,2148,1777,0.000265431561274454
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0002.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0002.tiff,0.025,0.023994,2148,1402,0.01911837048828602
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0003.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0003.tiff,0.025,0.024063,2148,6311,4.834490482608089e-06
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0004.tiff,0.025,0.023834,2148,7410,0.005621258169412613
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0005.tiff,0.025,0.024069,2148,6196,8.496506052324548e-05
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0006.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0006.tiff,0.025,0.023361,2148,6234,0.016281981021165848
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0007.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0007.tiff,0.025,0.02377,2148,4256,0.02924155443906784
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0008.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0008.tiff,0.025,0.024016,2148,2148,0.031149273738265038
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0009.tiff,0.025,0.023875,2148,3614,0.019856490194797516
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0000.tiff,0.025,0.024027,1503,1504,0.0012340419925749302
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0001.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0001.tiff,0.025,0.023235,1503,8393,0.0002572606026660651
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0002.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0002.tiff,0.025,0.02377,1503,159,0.00020640749426092952
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0003.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0003.tiff,0.025,0.024032,1503,759,0.0002908686874434352
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0004.tiff,0.025,0.023987,1503,1225,0.0014794347807765007
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0005.tiff,0.025,0.024064,1503,4647,0.002081372309476137
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0006.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0006.tiff,0.025,0.024069,1503,2198,8.140801219269633e-05
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0007.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0007.tiff,0.025,0.024071,1503,1308,0.004650453105568886
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0008.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0008.tiff,0.025,0.024067,1503,513,0.0003245519183110446
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0009.tiff,0.025,0.024069,1503,6757,1.7860685375126195e-08
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0000.tiff,0.025,0.024056,3281,8589,5.410888661572244e-06
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0001.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0001.tiff,0.025,0.023939,3281,2559,0.001412973739206791
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0002.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0002.tiff,0.025,0.024021,3281,6799,6.424895400414243e-05
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0003.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0003.tiff,0.025,0.024063,3281,5665,0.00025564333191141486
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0004.tiff,0.025,0.023983,3281,822,1.440095420690568e-08
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0005.tiff,0.025,0.023657,3281,5585,7.851320333429612e-06
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0006.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0006.tiff,0.025,0.024071,3281,6782,2.1168427792872535e-06
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0007.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0007.tiff,0.025,0.023524,3281,2795,1.5381397133751307e-06
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0008.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0008.tiff,0.025,0.024001,3281,2398,2.2035159418010153e-05
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0009.tiff,0.025,0.024049,3281,2061,0.0007043197401799262
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0000.tiff,0.025,0.023632,5460,8271,0.0032679876312613487
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0002.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0002.tiff,0.025,0.023922,5460,4382,4.669410600399715e-07
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0003.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0003.tiff,0.025,0.024071,5460,8271,0.00037760750274173915
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0004.tiff,0.025,0.023875,5460,7483,1.1548546353878919e-05
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0005.tiff,0.025,0.023857,5460,2801,6.186658083606744e-07
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0006.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0006.tiff,0.025,0.024069,5460,7607,0.0014758029719814658
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0008.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0008.tiff,0.025,0.024029,5460,698,2.9063457986922003e-05
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0009.tiff,0.025,0.024045,5460,7547,0.0005726423114538193
fgsm,0.025,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0001.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/008_n001564_Cherish_Lee/0001.tiff,0.025,0.023705,1471,6751,7.633128689121804e-07
fgsm,0.025,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0003.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/008_n001564_Cherish_Lee/0003.tiff,0.025,0.02407,1471,5574,4.815174906980246e-05
fgsm,0.025,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/008_n001564_Cherish_Lee/0004.tiff,0.025,0.023964,1471,716,9.165422852674965e-06
fgsm,0.025,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/008_n001564_Cherish_Lee/0005.tiff,0.025,0.024069,1471,3159,0.0007192021585069597
fgsm,0.025,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0007.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/008_n001564_Cherish_Lee/0007.tiff,0.025,0.024071,1471,2450,5.635609795717755e-06
fgsm,0.025,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/008_n001564_Cherish_Lee/0009.tiff,0.025,0.024069,1471,1358,8.616151171736419e-05
fgsm,0.025,False,none,-1,9,n007934,"""Sergio_van_Dijk""",009_n007934_Sergio_van_Dijk,dataset/clean_cropped/NN1/009_n007934_Sergio_van_Dijk/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/009_n007934_Sergio_van_Dijk/0000.tiff,0.025,0.023779,7379,328,0.0003833020164165646
fgsm,0.025,False,none,-1,9,n007934,"""Sergio_van_Dijk""",009_n007934_Sergio_van_Dijk,dataset/clean_cropped/NN1/009_n007934_Sergio_van_Dijk/0001.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/009_n007934_Sergio_van_Dijk/0001.tiff,0.025,0.02386,7379,3601,0.00011175584950251505
