attack_type,max_iter,learning_rate,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,clean_pred_class,adv_pred_class,clean_confidence,adv_confidence
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0002.tiff,dataset/attacks/NN1/error_generic/cw/007_n005908_Meera_Jasmine/0002.tiff,0.005,0.003448,5460,6779,0.4067588448524475,0.013102066703140736
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0003.tiff,dataset/attacks/NN1/error_generic/cw/007_n005908_Meera_Jasmine/0003.tiff,0.005,0.003992,5460,8271,0.5063578486442566,0.014409958384931087
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0004.tiff,dataset/attacks/NN1/error_generic/cw/007_n005908_Meera_Jasmine/0004.tiff,0.005,0.003429,5460,8271,0.5801223516464233,0.09237086027860641
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0005.tiff,dataset/attacks/NN1/error_generic/cw/007_n005908_Meera_Jasmine/0005.tiff,0.005,0.003609,5460,6860,0.6982158422470093,0.0271247960627079
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0006.tiff,dataset/attacks/NN1/error_generic/cw/007_n005908_Meera_Jasmine/0006.tiff,0.010006,0.006624,5460,8271,0.8162115812301636,0.03151412680745125
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0008.tiff,dataset/attacks/NN1/error_generic/cw/007_n005908_Meera_Jasmine/0008.tiff,0.005,0.00365,5460,6762,0.6644218564033508,0.043417952954769135
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0009.tiff,dataset/attacks/NN1/error_generic/cw/007_n005908_Meera_Jasmine/0009.tiff,0.005,0.003745,5460,8271,0.8528124094009399,0.2627076804637909
cw_linf,10,0.01,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0001.tiff,dataset/attacks/NN1/error_generic/cw/008_n001564_Cherish_Lee/0001.tiff,0.005,0.003619,1471,5925,0.08940328657627106,0.0012632887810468674
cw_linf,10,0.01,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0003.tiff,dataset/attacks/NN1/error_generic/cw/008_n001564_Cherish_Lee/0003.tiff,0.005,0.004138,1471,3159,0.4587618410587311,0.019603876397013664
cw_linf,10,0.01,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0004.tiff,dataset/attacks/NN1/error_generic/cw/008_n001564_Cherish_Lee/0004.tiff,0.005,0.003653,1471,3177,0.659040093421936,0.01622338965535164
cw_linf,10,0.01,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0005.tiff,dataset/attacks/NN1/error_generic/cw/008_n001564_Cherish_Lee/0005.tiff,0.005,0.004287,1471,3159,0.7763431072235107,0.08189258724451065
cw_linf,10,0.01,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0007.tiff,dataset/attacks/NN1/error_generic/cw/008_n001564_Cherish_Lee/0007.tiff,0.005,0.004183,1471,4773,0.3200128972530365,0.0033326928969472647
cw_linf,10,0.01,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0009.tiff,dataset/attacks/NN1/error_generic/cw/008_n001564_Cherish_Lee/0009.tiff,0.005,0.004106,1471,3159,0.4746370017528534,0.025886738672852516
cw_linf,10,0.01,False,none,-1,9,n007934,"""Sergio_van_Dijk""",009_n007934_Sergio_van_Dijk,dataset/clean_cropped/NN1/009_n007934_Sergio_van_Dijk/0000.tiff,dataset/attacks/NN1/error_generic/cw/009_n007934_Sergio_van_Dijk/0000.tiff,0.005,0.003304,7379,3195,0.6764922142028809,0.07202361524105072
