split,dataset_label,identity_id,identity_name,source_path,image_path
test,3,n006980,"""Philip_Michael_Thomas""",train/n006980/0246_01.jpg,dataset/clean/test/003_n006980_Philip_Michael_Thomas/0007.jpg
test,3,n006980,"""Philip_Michael_Thomas""",train/n006980/0053_02.jpg,dataset/clean/test/003_n006980_Philip_Michael_Thomas/0008.jpg
test,3,n006980,"""Philip_Michael_Thomas""",train/n006980/0199_01.jpg,dataset/clean/test/003_n006980_Philip_Michael_Thomas/0009.jpg
test,4,n002295,"""Drake""",train/n002295/0094_01.jpg,dataset/clean/test/004_n002295_Drake/0000.jpg
test,4,n002295,"""Drake""",train/n002295/0202_01.jpg,dataset/clean/test/004_n002295_Drake/0001.jpg
test,4,n002295,"""Drake""",train/n002295/0043_01.jpg,dataset/clean/test/004_n002295_Drake/0002.jpg
test,4,n002295,"""Drake""",train/n002295/0148_01.jpg,dataset/clean/test/004_n002295_Drake/0003.jpg
test,4,n002295,"""Drake""",train/n002295/0032_01.jpg,dataset/clean/test/004_n002295_Drake/0004.jpg
test,4,n002295,"""Drake""",train/n002295/0275_01.jpg,dataset/clean/test/004_n002295_Drake/0005.jpg
test,4,n002295,"""Drake""",train/n002295/0072_01.jpg,dataset/clean/test/004_n002295_Drake/0006.jpg
test,4,n002295,"""Drake""",train/n002295/0049_01.jpg,dataset/clean/test/004_n002295_Drake/0007.jpg
test,4,n002295,"""Drake""",train/n002295/0177_01.jpg,dataset/clean/test/004_n002295_Drake/0008.jpg
test,4,n002295,"""Drake""",train/n002295/0070_01.jpg,dataset/clean/test/004_n002295_Drake/0009.jpg
test,5,n001597,"""Chris_Duhon""",train/n001597/0054_01.jpg,dataset/clean/test/005_n001597_Chris_Duhon/0000.jpg
test,5,n001597,"""Chris_Duhon""",train/n001597/0138_01.jpg,dataset/clean/test/005_n001597_Chris_Duhon/0001.jpg
test,5,n001597,"""Chris_Duhon""",train/n001597/0159_02.jpg,dataset/clean/test/005_n001597_Chris_Duhon/0002.jpg
test,5,n001597,"""Chris_Duhon""",train/n001597/0112_01.jpg,dataset/clean/test/005_n001597_Chris_Duhon/0003.jpg
test,5,n001597,"""Chris_Duhon""",train/n001597/0139_01.jpg,dataset/clean/test/005_n001597_Chris_Duhon/0004.jpg
test,5,n001597,"""Chris_Duhon""",train/n001597/0132_01.jpg,dataset/clean/test/005_n001597_Chris_Duhon/0005.jpg
test,5,n001597,"""Chris_Duhon""",train/n001597/0072_02.jpg,dataset/clean/test/005_n001597_Chris_Duhon/0006.jpg
test,5,n001597,"""Chris_Duhon""",train/n001597/0031_01.jpg,dataset/clean/test/005_n001597_Chris_Duhon/0007.jpg
test,5,n001597,"""Chris_Duhon""",train/n001597/0100_01.jpg,dataset/clean/test/005_n001597_Chris_Duhon/0008.jpg
test,5,n001597,"""Chris_Duhon""",train/n001597/0166_02.jpg,dataset/clean/test/005_n001597_Chris_Duhon/0009.jpg
test,6,n003512,"""Héctor_Mancilla""",train/n003512/0363_02.jpg,dataset/clean/test/006_n003512_H_ctor_Mancilla/0000.jpg
test,6,n003512,"""Héctor_Mancilla""",train/n003512/0273_01.jpg,dataset/clean/test/006_n003512_H_ctor_Mancilla/0001.jpg
test,6,n003512,"""Héctor_Mancilla""",train/n003512/0261_02.jpg,dataset/clean/test/006_n003512_H_ctor_Mancilla/0002.jpg
test,6,n003512,"""Héctor_Mancilla""",train/n003512/0005_01.jpg,dataset/clean/test/006_n003512_H_ctor_Mancilla/0003.jpg
test,6,n003512,"""Héctor_Mancilla""",train/n003512/0214_01.jpg,dataset/clean/test/006_n003512_H_ctor_Mancilla/0004.jpg
test,6,n003512,"""Héctor_Mancilla""",train/n003512/0270_03.jpg,dataset/clean/test/006_n003512_H_ctor_Mancilla/0005.jpg
test,6,n003512,"""Héctor_Mancilla""",train/n003512/0083_01.jpg,dataset/clean/test/006_n003512_H_ctor_Mancilla/0006.jpg
test,6,n003512,"""Héctor_Mancilla""",train/n003512/0241_02.jpg,dataset/clean/test/006_n003512_H_ctor_Mancilla/0007.jpg
test,6,n003512,"""Héctor_Mancilla""",train/n003512/0178_02.jpg,dataset/clean/test/006_n003512_H_ctor_Mancilla/0008.jpg
test,6,n003512,"""Héctor_Mancilla""",train/n003512/0031_01.jpg,dataset/clean/test/006_n003512_H_ctor_Mancilla/0009.jpg
test,7,n005908,"""Meera_Jasmine""",train/n005908/0059_01.jpg,dataset/clean/test/007_n005908_Meera_Jasmine/0000.jpg
test,7,n005908,"""Meera_Jasmine""",train/n005908/0456_01.jpg,dataset/clean/test/007_n005908_Meera_Jasmine/0001.jpg
test,7,n005908,"""Meera_Jasmine""",train/n005908/0317_01.jpg,dataset/clean/test/007_n005908_Meera_Jasmine/0002.jpg
test,7,n005908,"""Meera_Jasmine""",train/n005908/0037_01.jpg,dataset/clean/test/007_n005908_Meera_Jasmine/0003.jpg
test,7,n005908,"""Meera_Jasmine""",train/n005908/0206_01.jpg,dataset/clean/test/007_n005908_Meera_Jasmine/0004.jpg
test,7,n005908,"""Meera_Jasmine""",train/n005908/0392_03.jpg,dataset/clean/test/007_n005908_Meera_Jasmine/0005.jpg
test,7,n005908,"""Meera_Jasmine""",train/n005908/0209_01.jpg,dataset/clean/test/007_n005908_Meera_Jasmine/0006.jpg
test,7,n005908,"""Meera_Jasmine""",train/n005908/0218_05.jpg,dataset/clean/test/007_n005908_Meera_Jasmine/0007.jpg
test,7,n005908,"""Meera_Jasmine""",train/n005908/0285_01.jpg,dataset/clean/test/007_n005908_Meera_Jasmine/0008.jpg
test,7,n005908,"""Meera_Jasmine""",train/n005908/0068_01.jpg,dataset/clean/test/007_n005908_Meera_Jasmine/0009.jpg
test,8,n001564,"""Cherish_Lee""",train/n001564/0250_01.jpg,dataset/clean/test/008_n001564_Cherish_Lee/0000.jpg
test,8,n001564,"""Cherish_Lee""",train/n001564/0138_01.jpg,dataset/clean/test/008_n001564_Cherish_Lee/0001.jpg
test,8,n001564,"""Cherish_Lee""",train/n001564/0365_03.jpg,dataset/clean/test/008_n001564_Cherish_Lee/0002.jpg
test,8,n001564,"""Cherish_Lee""",train/n001564/0006_01.jpg,dataset/clean/test/008_n001564_Cherish_Lee/0003.jpg
test,8,n001564,"""Cherish_Lee""",train/n001564/0433_01.jpg,dataset/clean/test/008_n001564_Cherish_Lee/0004.jpg
test,8,n001564,"""Cherish_Lee""",train/n001564/0043_01.jpg,dataset/clean/test/008_n001564_Cherish_Lee/0005.jpg
test,8,n001564,"""Cherish_Lee""",train/n001564/0400_01.jpg,dataset/clean/test/008_n001564_Cherish_Lee/0006.jpg
test,8,n001564,"""Cherish_Lee""",train/n001564/0067_01.jpg,dataset/clean/test/008_n001564_Cherish_Lee/0007.jpg
test,8,n001564,"""Cherish_Lee""",train/n001564/0095_02.jpg,dataset/clean/test/008_n001564_Cherish_Lee/0008.jpg
test,8,n001564,"""Cherish_Lee""",train/n001564/0084_01.jpg,dataset/clean/test/008_n001564_Cherish_Lee/0009.jpg
test,9,n007934,"""Sergio_van_Dijk""",train/n007934/0081_01.jpg,dataset/clean/test/009_n007934_Sergio_van_Dijk/0000.jpg
test,9,n007934,"""Sergio_van_Dijk""",train/n007934/0212_01.jpg,dataset/clean/test/009_n007934_Sergio_van_Dijk/0001.jpg
test,9,n007934,"""Sergio_van_Dijk""",train/n007934/0115_02.jpg,dataset/clean/test/009_n007934_Sergio_van_Dijk/0002.jpg
test,9,n007934,"""Sergio_van_Dijk""",train/n007934/0155_01.jpg,dataset/clean/test/009_n007934_Sergio_van_Dijk/0003.jpg
test,9,n007934,"""Sergio_van_Dijk""",train/n007934/0148_02.jpg,dataset/clean/test/009_n007934_Sergio_van_Dijk/0004.jpg
test,9,n007934,"""Sergio_van_Dijk""",train/n007934/0025_01.jpg,dataset/clean/test/009_n007934_Sergio_van_Dijk/0005.jpg
test,9,n007934,"""Sergio_van_Dijk""",train/n007934/0181_01.jpg,dataset/clean/test/009_n007934_Sergio_van_Dijk/0006.jpg
test,9,n007934,"""Sergio_van_Dijk""",train/n007934/0678_01.jpg,dataset/clean/test/009_n007934_Sergio_van_Dijk/0007.jpg
test,9,n007934,"""Sergio_van_Dijk""",train/n007934/0200_01.jpg,dataset/clean/test/009_n007934_Sergio_van_Dijk/0008.jpg
test,9,n007934,"""Sergio_van_Dijk""",train/n007934/0099_01.jpg,dataset/clean/test/009_n007934_Sergio_van_Dijk/0009.jpg
test,10,n000093,"""Adrianne_León""",train/n000093/0090_01.jpg,dataset/clean/test/010_n000093_Adrianne_Le_n/0000.jpg
test,10,n000093,"""Adrianne_León""",train/n000093/0088_02.jpg,dataset/clean/test/010_n000093_Adrianne_Le_n/0001.jpg
test,10,n000093,"""Adrianne_León""",train/n000093/0188_01.jpg,dataset/clean/test/010_n000093_Adrianne_Le_n/0002.jpg
test,10,n000093,"""Adrianne_León""",train/n000093/0069_01.jpg,dataset/clean/test/010_n000093_Adrianne_Le_n/0003.jpg
test,10,n000093,"""Adrianne_León""",train/n000093/0064_02.jpg,dataset/clean/test/010_n000093_Adrianne_Le_n/0004.jpg
test,10,n000093,"""Adrianne_León""",train/n000093/0017_01.jpg,dataset/clean/test/010_n000093_Adrianne_Le_n/0005.jpg
test,10,n000093,"""Adrianne_León""",train/n000093/0026_02.jpg,dataset/clean/test/010_n000093_Adrianne_Le_n/0006.jpg
test,10,n000093,"""Adrianne_León""",train/n000093/0152_01.jpg,dataset/clean/test/010_n000093_Adrianne_Le_n/0007.jpg
test,10,n000093,"""Adrianne_León""",train/n000093/0099_01.jpg,dataset/clean/test/010_n000093_Adrianne_Le_n/0008.jpg
test,10,n000093,"""Adrianne_León""",train/n000093/0031_02.jpg,dataset/clean/test/010_n000093_Adrianne_Le_n/0009.jpg
test,11,n000917,"""Bas_Dost""",train/n000917/0286_01.jpg,dataset/clean/test/011_n000917_Bas_Dost/0000.jpg
test,11,n000917,"""Bas_Dost""",train/n000917/0098_01.jpg,dataset/clean/test/011_n000917_Bas_Dost/0001.jpg
test,11,n000917,"""Bas_Dost""",train/n000917/0025_01.jpg,dataset/clean/test/011_n000917_Bas_Dost/0002.jpg
test,11,n000917,"""Bas_Dost""",train/n000917/0092_01.jpg,dataset/clean/test/011_n000917_Bas_Dost/0003.jpg
test,11,n000917,"""Bas_Dost""",train/n000917/0068_01.jpg,dataset/clean/test/011_n000917_Bas_Dost/0004.jpg
test,11,n000917,"""Bas_Dost""",train/n000917/0054_01.jpg,dataset/clean/test/011_n000917_Bas_Dost/0005.jpg
test,11,n000917,"""Bas_Dost""",train/n000917/0179_02.jpg,dataset/clean/test/011_n000917_Bas_Dost/0006.jpg
test,11,n000917,"""Bas_Dost""",train/n000917/0020_01.jpg,dataset/clean/test/011_n000917_Bas_Dost/0007.jpg
test,11,n000917,"""Bas_Dost""",train/n000917/0321_01.jpg,dataset/clean/test/011_n000917_Bas_Dost/0008.jpg
test,11,n000917,"""Bas_Dost""",train/n000917/0064_01.jpg,dataset/clean/test/011_n000917_Bas_Dost/0009.jpg
test,12,n001173,"""Brandon_Roy""",train/n001173/0183_01.jpg,dataset/clean/test/012_n001173_Brandon_Roy/0000.jpg
test,12,n001173,"""Brandon_Roy""",train/n001173/0039_01.jpg,dataset/clean/test/012_n001173_Brandon_Roy/0001.jpg
test,12,n001173,"""Brandon_Roy""",train/n001173/0123_01.jpg,dataset/clean/test/012_n001173_Brandon_Roy/0002.jpg
test,12,n001173,"""Brandon_Roy""",train/n001173/0177_01.jpg,dataset/clean/test/012_n001173_Brandon_Roy/0003.jpg
test,12,n001173,"""Brandon_Roy""",train/n001173/0342_01.jpg,dataset/clean/test/012_n001173_Brandon_Roy/0004.jpg
test,12,n001173,"""Brandon_Roy""",train/n001173/0100_01.jpg,dataset/clean/test/012_n001173_Brandon_Roy/0005.jpg
test,12,n001173,"""Brandon_Roy""",train/n001173/0060_01.jpg,dataset/clean/test/012_n001173_Brandon_Roy/0006.jpg
test,12,n001173,"""Brandon_Roy""",train/n001173/0216_01.jpg,dataset/clean/test/012_n001173_Brandon_Roy/0007.jpg
test,12,n001173,"""Brandon_Roy""",train/n001173/0153_01.jpg,dataset/clean/test/012_n001173_Brandon_Roy/0008.jpg
test,12,n001173,"""Brandon_Roy""",train/n001173/0152_01.jpg,dataset/clean/test/012_n001173_Brandon_Roy/0009.jpg
test,13,n007841,"""Sean_Avery""",train/n007841/0198_02.jpg,dataset/clean/test/013_n007841_Sean_Avery/0000.jpg
test,13,n007841,"""Sean_Avery""",train/n007841/0302_01.jpg,dataset/clean/test/013_n007841_Sean_Avery/0001.jpg
test,13,n007841,"""Sean_Avery""",train/n007841/0312_02.jpg,dataset/clean/test/013_n007841_Sean_Avery/0002.jpg
test,13,n007841,"""Sean_Avery""",train/n007841/0036_02.jpg,dataset/clean/test/013_n007841_Sean_Avery/0003.jpg
test,13,n007841,"""Sean_Avery""",train/n007841/0111_03.jpg,dataset/clean/test/013_n007841_Sean_Avery/0004.jpg
test,13,n007841,"""Sean_Avery""",train/n007841/0272_01.jpg,dataset/clean/test/013_n007841_Sean_Avery/0005.jpg
test,13,n007841,"""Sean_Avery""",train/n007841/0148_01.jpg,dataset/clean/test/013_n007841_Sean_Avery/0006.jpg
test,13,n007841,"""Sean_Avery""",train/n007841/0057_01.jpg,dataset/clean/test/013_n007841_Sean_Avery/0007.jpg
test,13,n007841,"""Sean_Avery""",train/n007841/0232_01.jpg,dataset/clean/test/013_n007841_Sean_Avery/0008.jpg
test,13,n007841,"""Sean_Avery""",train/n007841/0197_01.jpg,dataset/clean/test/013_n007841_Sean_Avery/0009.jpg
test,14,n004143,"""Joanne_Peh""",train/n004143/0122_05.jpg,dataset/clean/test/014_n004143_Joanne_Peh/0000.jpg
test,14,n004143,"""Joanne_Peh""",train/n004143/0522_01.jpg,dataset/clean/test/014_n004143_Joanne_Peh/0001.jpg
test,14,n004143,"""Joanne_Peh""",train/n004143/0278_02.jpg,dataset/clean/test/014_n004143_Joanne_Peh/0002.jpg
test,14,n004143,"""Joanne_Peh""",train/n004143/0024_01.jpg,dataset/clean/test/014_n004143_Joanne_Peh/0003.jpg
test,14,n004143,"""Joanne_Peh""",train/n004143/0270_01.jpg,dataset/clean/test/014_n004143_Joanne_Peh/0004.jpg
test,14,n004143,"""Joanne_Peh""",train/n004143/0523_01.jpg,dataset/clean/test/014_n004143_Joanne_Peh/0005.jpg
test,14,n004143,"""Joanne_Peh""",train/n004143/0005_01.jpg,dataset/clean/test/014_n004143_Joanne_Peh/0006.jpg
test,14,n004143,"""Joanne_Peh""",train/n004143/0123_01.jpg,dataset/clean/test/014_n004143_Joanne_Peh/0007.jpg
test,14,n004143,"""Joanne_Peh""",train/n004143/0106_02.jpg,dataset/clean/test/014_n004143_Joanne_Peh/0008.jpg
test,14,n004143,"""Joanne_Peh""",train/n004143/0162_05.jpg,dataset/clean/test/014_n004143_Joanne_Peh/0009.jpg
test,15,n003444,"""Hervé_Mariton""",train/n003444/0025_01.jpg,dataset/clean/test/015_n003444_Herv__Mariton/0000.jpg
test,15,n003444,"""Hervé_Mariton""",train/n003444/0272_02.jpg,dataset/clean/test/015_n003444_Herv__Mariton/0001.jpg
test,15,n003444,"""Hervé_Mariton""",train/n003444/0345_01.jpg,dataset/clean/test/015_n003444_Herv__Mariton/0002.jpg
test,15,n003444,"""Hervé_Mariton""",train/n003444/0246_02.jpg,dataset/clean/test/015_n003444_Herv__Mariton/0003.jpg
test,15,n003444,"""Hervé_Mariton""",train/n003444/0234_02.jpg,dataset/clean/test/015_n003444_Herv__Mariton/0004.jpg
test,15,n003444,"""Hervé_Mariton""",train/n003444/0014_02.jpg,dataset/clean/test/015_n003444_Herv__Mariton/0005.jpg
test,15,n003444,"""Hervé_Mariton""",train/n003444/0227_01.jpg,dataset/clean/test/015_n003444_Herv__Mariton/0006.jpg
test,15,n003444,"""Hervé_Mariton""",train/n003444/0286_01.jpg,dataset/clean/test/015_n003444_Herv__Mariton/0007.jpg
test,15,n003444,"""Hervé_Mariton""",train/n003444/0348_01.jpg,dataset/clean/test/015_n003444_Herv__Mariton/0008.jpg
test,15,n003444,"""Hervé_Mariton""",train/n003444/0320_01.jpg,dataset/clean/test/015_n003444_Herv__Mariton/0009.jpg
test,16,n008084,"""Simon_Rattle""",train/n008084/0144_01.jpg,dataset/clean/test/016_n008084_Simon_Rattle/0000.jpg
test,16,n008084,"""Simon_Rattle""",train/n008084/0202_04.jpg,dataset/clean/test/016_n008084_Simon_Rattle/0001.jpg
test,16,n008084,"""Simon_Rattle""",train/n008084/0054_01.jpg,dataset/clean/test/016_n008084_Simon_Rattle/0002.jpg
test,16,n008084,"""Simon_Rattle""",train/n008084/0239_01.jpg,dataset/clean/test/016_n008084_Simon_Rattle/0003.jpg
test,16,n008084,"""Simon_Rattle""",train/n008084/0065_02.jpg,dataset/clean/test/016_n008084_Simon_Rattle/0004.jpg
test,16,n008084,"""Simon_Rattle""",train/n008084/0369_01.jpg,dataset/clean/test/016_n008084_Simon_Rattle/0005.jpg
test,16,n008084,"""Simon_Rattle""",train/n008084/0139_01.jpg,dataset/clean/test/016_n008084_Simon_Rattle/0006.jpg
test,16,n008084,"""Simon_Rattle""",train/n008084/0034_01.jpg,dataset/clean/test/016_n008084_Simon_Rattle/0007.jpg
test,16,n008084,"""Simon_Rattle""",train/n008084/0086_02.jpg,dataset/clean/test/016_n008084_Simon_Rattle/0008.jpg
test,16,n008084,"""Simon_Rattle""",train/n008084/0223_02.jpg,dataset/clean/test/016_n008084_Simon_Rattle/0009.jpg
test,17,n000342,"""Alison_Riske""",train/n000342/0100_01.jpg,dataset/clean/test/017_n000342_Alison_Riske/0000.jpg
test,17,n000342,"""Alison_Riske""",train/n000342/0007_01.jpg,dataset/clean/test/017_n000342_Alison_Riske/0001.jpg
test,17,n000342,"""Alison_Riske""",train/n000342/0203_01.jpg,dataset/clean/test/017_n000342_Alison_Riske/0002.jpg
test,17,n000342,"""Alison_Riske""",train/n000342/0219_01.jpg,dataset/clean/test/017_n000342_Alison_Riske/0003.jpg
test,17,n000342,"""Alison_Riske""",train/n000342/0024_01.jpg,dataset/clean/test/017_n000342_Alison_Riske/0004.jpg
test,17,n000342,"""Alison_Riske""",train/n000342/0148_01.jpg,dataset/clean/test/017_n000342_Alison_Riske/0005.jpg
test,17,n000342,"""Alison_Riske""",train/n000342/0108_01.jpg,dataset/clean/test/017_n000342_Alison_Riske/0006.jpg
test,17,n000342,"""Alison_Riske""",train/n000342/0054_01.jpg,dataset/clean/test/017_n000342_Alison_Riske/0007.jpg
test,17,n000342,"""Alison_Riske""",train/n000342/0035_01.jpg,dataset/clean/test/017_n000342_Alison_Riske/0008.jpg
test,17,n000342,"""Alison_Riske""",train/n000342/0171_01.jpg,dataset/clean/test/017_n000342_Alison_Riske/0009.jpg
test,18,n009040,"""Wu_Chun""",train/n009040/0307_01.jpg,dataset/clean/test/018_n009040_Wu_Chun/0000.jpg
test,18,n009040,"""Wu_Chun""",train/n009040/0103_01.jpg,dataset/clean/test/018_n009040_Wu_Chun/0001.jpg
test,18,n009040,"""Wu_Chun""",train/n009040/0001_01.jpg,dataset/clean/test/018_n009040_Wu_Chun/0002.jpg
test,18,n009040,"""Wu_Chun""",train/n009040/0190_02.jpg,dataset/clean/test/018_n009040_Wu_Chun/0003.jpg
test,18,n009040,"""Wu_Chun""",train/n009040/0055_04.jpg,dataset/clean/test/018_n009040_Wu_Chun/0004.jpg
test,18,n009040,"""Wu_Chun""",train/n009040/0044_01.jpg,dataset/clean/test/018_n009040_Wu_Chun/0005.jpg
test,18,n009040,"""Wu_Chun""",train/n009040/0391_01.jpg,dataset/clean/test/018_n009040_Wu_Chun/0006.jpg
test,18,n009040,"""Wu_Chun""",train/n009040/0550_02.jpg,dataset/clean/test/018_n009040_Wu_Chun/0007.jpg
test,18,n009040,"""Wu_Chun""",train/n009040/0446_01.jpg,dataset/clean/test/018_n009040_Wu_Chun/0008.jpg
test,18,n009040,"""Wu_Chun""",train/n009040/0266_01.jpg,dataset/clean/test/018_n009040_Wu_Chun/0009.jpg
test,19,n006844,"""Paul_Le_Guen""",train/n006844/0245_11.jpg,dataset/clean/test/019_n006844_Paul_Le_Guen/0000.jpg
test,19,n006844,"""Paul_Le_Guen""",train/n006844/0032_01.jpg,dataset/clean/test/019_n006844_Paul_Le_Guen/0001.jpg
test,19,n006844,"""Paul_Le_Guen""",train/n006844/0168_01.jpg,dataset/clean/test/019_n006844_Paul_Le_Guen/0002.jpg
test,19,n006844,"""Paul_Le_Guen""",train/n006844/0135_01.jpg,dataset/clean/test/019_n006844_Paul_Le_Guen/0003.jpg
test,19,n006844,"""Paul_Le_Guen""",train/n006844/0675_02.jpg,dataset/clean/test/019_n006844_Paul_Le_Guen/0004.jpg
test,19,n006844,"""Paul_Le_Guen""",train/n006844/0052_01.jpg,dataset/clean/test/019_n006844_Paul_Le_Guen/0005.jpg
test,19,n006844,"""Paul_Le_Guen""",train/n006844/0231_01.jpg,dataset/clean/test/019_n006844_Paul_Le_Guen/0006.jpg
test,19,n006844,"""Paul_Le_Guen""",train/n006844/0031_01.jpg,dataset/clean/test/019_n006844_Paul_Le_Guen/0007.jpg
test,19,n006844,"""Paul_Le_Guen""",train/n006844/0700_01.jpg,dataset/clean/test/019_n006844_Paul_Le_Guen/0008.jpg
test,19,n006844,"""Paul_Le_Guen""",train/n006844/0664_01.jpg,dataset/clean/test/019_n006844_Paul_Le_Guen/0009.jpg
test,20,n003179,"""Govinda""",train/n003179/0358_01.jpg,dataset/clean/test/020_n003179_Govinda/0000.jpg
test,20,n003179,"""Govinda""",train/n003179/0195_02.jpg,dataset/clean/test/020_n003179_Govinda/0001.jpg
test,20,n003179,"""Govinda""",train/n003179/0432_01.jpg,dataset/clean/test/020_n003179_Govinda/0002.jpg
test,20,n003179,"""Govinda""",train/n003179/0145_01.jpg,dataset/clean/test/020_n003179_Govinda/0003.jpg
test,20,n003179,"""Govinda""",train/n003179/0372_01.jpg,dataset/clean/test/020_n003179_Govinda/0004.jpg
test,20,n003179,"""Govinda""",train/n003179/0541_02.jpg,dataset/clean/test/020_n003179_Govinda/0005.jpg
test,20,n003179,"""Govinda""",train/n003179/0071_02.jpg,dataset/clean/test/020_n003179_Govinda/0006.jpg
test,20,n003179,"""Govinda""",train/n003179/0008_01.jpg,dataset/clean/test/020_n003179_Govinda/0007.jpg
