split,dataset_label,identity_id,identity_name,source_path,image_path
train,4,n004153,n004153,train/n004153/0239_01.jpg,/content/vggface2_subset/train/004_n004153_n004153/0016.jpg
train,4,n004153,n004153,train/n004153/0130_01.jpg,/content/vggface2_subset/train/004_n004153_n004153/0017.jpg
train,4,n004153,n004153,train/n004153/0273_01.jpg,/content/vggface2_subset/train/004_n004153_n004153/0018.jpg
train,4,n004153,n004153,train/n004153/0055_01.jpg,/content/vggface2_subset/train/004_n004153_n004153/0019.jpg
train,5,n006578,n006578,train/n006578/0306_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0000.jpg
train,5,n006578,n006578,train/n006578/0301_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0001.jpg
train,5,n006578,n006578,train/n006578/0139_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0002.jpg
train,5,n006578,n006578,train/n006578/0312_02.jpg,/content/vggface2_subset/train/005_n006578_n006578/0003.jpg
train,5,n006578,n006578,train/n006578/0299_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0004.jpg
train,5,n006578,n006578,train/n006578/0094_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0005.jpg
train,5,n006578,n006578,train/n006578/0164_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0006.jpg
train,5,n006578,n006578,train/n006578/0370_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0007.jpg
train,5,n006578,n006578,train/n006578/0255_02.jpg,/content/vggface2_subset/train/005_n006578_n006578/0008.jpg
train,5,n006578,n006578,train/n006578/0162_02.jpg,/content/vggface2_subset/train/005_n006578_n006578/0009.jpg
train,5,n006578,n006578,train/n006578/0302_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0010.jpg
train,5,n006578,n006578,train/n006578/0103_02.jpg,/content/vggface2_subset/train/005_n006578_n006578/0011.jpg
train,5,n006578,n006578,train/n006578/0040_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0012.jpg
train,5,n006578,n006578,train/n006578/0118_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0013.jpg
train,5,n006578,n006578,train/n006578/0287_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0014.jpg
train,5,n006578,n006578,train/n006578/0285_02.jpg,/content/vggface2_subset/train/005_n006578_n006578/0015.jpg
train,5,n006578,n006578,train/n006578/0363_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0016.jpg
train,5,n006578,n006578,train/n006578/0196_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0017.jpg
train,5,n006578,n006578,train/n006578/0111_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0018.jpg
train,5,n006578,n006578,train/n006578/0204_01.jpg,/content/vggface2_subset/train/005_n006578_n006578/0019.jpg
train,6,n008439,n008439,train/n008439/0303_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0000.jpg
train,6,n008439,n008439,train/n008439/0200_02.jpg,/content/vggface2_subset/train/006_n008439_n008439/0001.jpg
train,6,n008439,n008439,train/n008439/0174_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0002.jpg
train,6,n008439,n008439,train/n008439/0361_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0003.jpg
train,6,n008439,n008439,train/n008439/0014_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0004.jpg
train,6,n008439,n008439,train/n008439/0053_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0005.jpg
train,6,n008439,n008439,train/n008439/0282_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0006.jpg
train,6,n008439,n008439,train/n008439/0205_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0007.jpg
train,6,n008439,n008439,train/n008439/0133_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0008.jpg
train,6,n008439,n008439,train/n008439/0039_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0009.jpg
train,6,n008439,n008439,train/n008439/0065_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0010.jpg
train,6,n008439,n008439,train/n008439/0488_02.jpg,/content/vggface2_subset/train/006_n008439_n008439/0011.jpg
train,6,n008439,n008439,train/n008439/0274_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0012.jpg
train,6,n008439,n008439,train/n008439/0358_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0013.jpg
train,6,n008439,n008439,train/n008439/0342_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0014.jpg
train,6,n008439,n008439,train/n008439/0408_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0015.jpg
train,6,n008439,n008439,train/n008439/0113_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0016.jpg
train,6,n008439,n008439,train/n008439/0305_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0017.jpg
train,6,n008439,n008439,train/n008439/0061_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0018.jpg
train,6,n008439,n008439,train/n008439/0493_01.jpg,/content/vggface2_subset/train/006_n008439_n008439/0019.jpg
train,7,n009104,n009104,train/n009104/0481_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0000.jpg
train,7,n009104,n009104,train/n009104/0488_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0001.jpg
train,7,n009104,n009104,train/n009104/0056_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0002.jpg
train,7,n009104,n009104,train/n009104/0007_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0003.jpg
train,7,n009104,n009104,train/n009104/0454_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0004.jpg
train,7,n009104,n009104,train/n009104/0275_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0005.jpg
train,7,n009104,n009104,train/n009104/0058_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0006.jpg
train,7,n009104,n009104,train/n009104/0018_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0007.jpg
train,7,n009104,n009104,train/n009104/0072_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0008.jpg
train,7,n009104,n009104,train/n009104/0062_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0009.jpg
train,7,n009104,n009104,train/n009104/0233_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0010.jpg
train,7,n009104,n009104,train/n009104/0501_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0011.jpg
train,7,n009104,n009104,train/n009104/0384_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0012.jpg
train,7,n009104,n009104,train/n009104/0472_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0013.jpg
train,7,n009104,n009104,train/n009104/0038_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0014.jpg
train,7,n009104,n009104,train/n009104/0379_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0015.jpg
train,7,n009104,n009104,train/n009104/0111_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0016.jpg
train,7,n009104,n009104,train/n009104/0286_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0017.jpg
train,7,n009104,n009104,train/n009104/0461_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0018.jpg
train,7,n009104,n009104,train/n009104/0084_01.jpg,/content/vggface2_subset/train/007_n009104_n009104/0019.jpg
train,8,n000085,n000085,train/n000085/0043_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0000.jpg
train,8,n000085,n000085,train/n000085/0426_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0001.jpg
train,8,n000085,n000085,train/n000085/0362_02.jpg,/content/vggface2_subset/train/008_n000085_n000085/0002.jpg
train,8,n000085,n000085,train/n000085/0074_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0003.jpg
train,8,n000085,n000085,train/n000085/0436_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0004.jpg
train,8,n000085,n000085,train/n000085/0105_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0005.jpg
train,8,n000085,n000085,train/n000085/0078_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0006.jpg
train,8,n000085,n000085,train/n000085/0158_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0007.jpg
train,8,n000085,n000085,train/n000085/0118_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0008.jpg
train,8,n000085,n000085,train/n000085/0493_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0009.jpg
train,8,n000085,n000085,train/n000085/0357_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0010.jpg
train,8,n000085,n000085,train/n000085/0309_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0011.jpg
train,8,n000085,n000085,train/n000085/0198_03.jpg,/content/vggface2_subset/train/008_n000085_n000085/0012.jpg
train,8,n000085,n000085,train/n000085/0530_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0013.jpg
train,8,n000085,n000085,train/n000085/0284_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0014.jpg
train,8,n000085,n000085,train/n000085/0496_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0015.jpg
train,8,n000085,n000085,train/n000085/0278_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0016.jpg
train,8,n000085,n000085,train/n000085/0199_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0017.jpg
train,8,n000085,n000085,train/n000085/0014_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0018.jpg
train,8,n000085,n000085,train/n000085/0333_01.jpg,/content/vggface2_subset/train/008_n000085_n000085/0019.jpg
train,9,n006904,n006904,train/n006904/0421_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0000.jpg
train,9,n006904,n006904,train/n006904/0540_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0001.jpg
train,9,n006904,n006904,train/n006904/0331_02.jpg,/content/vggface2_subset/train/009_n006904_n006904/0002.jpg
train,9,n006904,n006904,train/n006904/0635_02.jpg,/content/vggface2_subset/train/009_n006904_n006904/0003.jpg
train,9,n006904,n006904,train/n006904/0396_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0004.jpg
train,9,n006904,n006904,train/n006904/0388_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0005.jpg
train,9,n006904,n006904,train/n006904/0230_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0006.jpg
train,9,n006904,n006904,train/n006904/0249_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0007.jpg
train,9,n006904,n006904,train/n006904/0014_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0008.jpg
train,9,n006904,n006904,train/n006904/0438_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0009.jpg
train,9,n006904,n006904,train/n006904/0547_02.jpg,/content/vggface2_subset/train/009_n006904_n006904/0010.jpg
train,9,n006904,n006904,train/n006904/0148_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0011.jpg
train,9,n006904,n006904,train/n006904/0007_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0012.jpg
train,9,n006904,n006904,train/n006904/0326_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0013.jpg
train,9,n006904,n006904,train/n006904/0662_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0014.jpg
train,9,n006904,n006904,train/n006904/0087_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0015.jpg
train,9,n006904,n006904,train/n006904/0607_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0016.jpg
train,9,n006904,n006904,train/n006904/0237_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0017.jpg
train,9,n006904,n006904,train/n006904/0486_03.jpg,/content/vggface2_subset/train/009_n006904_n006904/0018.jpg
train,9,n006904,n006904,train/n006904/0040_01.jpg,/content/vggface2_subset/train/009_n006904_n006904/0019.jpg
train,10,n002436,n002436,train/n002436/0179_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0000.jpg
train,10,n002436,n002436,train/n002436/0187_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0001.jpg
train,10,n002436,n002436,train/n002436/0141_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0002.jpg
train,10,n002436,n002436,train/n002436/0052_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0003.jpg
train,10,n002436,n002436,train/n002436/0036_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0004.jpg
train,10,n002436,n002436,train/n002436/0283_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0005.jpg
train,10,n002436,n002436,train/n002436/0058_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0006.jpg
train,10,n002436,n002436,train/n002436/0287_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0007.jpg
train,10,n002436,n002436,train/n002436/0106_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0008.jpg
train,10,n002436,n002436,train/n002436/0120_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0009.jpg
train,10,n002436,n002436,train/n002436/0202_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0010.jpg
train,10,n002436,n002436,train/n002436/0008_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0011.jpg
train,10,n002436,n002436,train/n002436/0057_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0012.jpg
train,10,n002436,n002436,train/n002436/0090_02.jpg,/content/vggface2_subset/train/010_n002436_n002436/0013.jpg
train,10,n002436,n002436,train/n002436/0171_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0014.jpg
train,10,n002436,n002436,train/n002436/0116_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0015.jpg
train,10,n002436,n002436,train/n002436/0144_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0016.jpg
train,10,n002436,n002436,train/n002436/0076_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0017.jpg
train,10,n002436,n002436,train/n002436/0125_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0018.jpg
train,10,n002436,n002436,train/n002436/0068_01.jpg,/content/vggface2_subset/train/010_n002436_n002436/0019.jpg
train,11,n003694,n003694,train/n003694/0181_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0000.jpg
train,11,n003694,n003694,train/n003694/0057_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0001.jpg
train,11,n003694,n003694,train/n003694/0584_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0002.jpg
train,11,n003694,n003694,train/n003694/0307_05.jpg,/content/vggface2_subset/train/011_n003694_n003694/0003.jpg
train,11,n003694,n003694,train/n003694/0391_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0004.jpg
train,11,n003694,n003694,train/n003694/0048_02.jpg,/content/vggface2_subset/train/011_n003694_n003694/0005.jpg
train,11,n003694,n003694,train/n003694/0253_03.jpg,/content/vggface2_subset/train/011_n003694_n003694/0006.jpg
train,11,n003694,n003694,train/n003694/0078_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0007.jpg
train,11,n003694,n003694,train/n003694/0053_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0008.jpg
train,11,n003694,n003694,train/n003694/0133_03.jpg,/content/vggface2_subset/train/011_n003694_n003694/0009.jpg
train,11,n003694,n003694,train/n003694/0161_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0010.jpg
train,11,n003694,n003694,train/n003694/0585_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0011.jpg
train,11,n003694,n003694,train/n003694/0525_02.jpg,/content/vggface2_subset/train/011_n003694_n003694/0012.jpg
train,11,n003694,n003694,train/n003694/0612_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0013.jpg
train,11,n003694,n003694,train/n003694/0318_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0014.jpg
train,11,n003694,n003694,train/n003694/0019_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0015.jpg
train,11,n003694,n003694,train/n003694/0152_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0016.jpg
train,11,n003694,n003694,train/n003694/0271_03.jpg,/content/vggface2_subset/train/011_n003694_n003694/0017.jpg
train,11,n003694,n003694,train/n003694/0235_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0018.jpg
train,11,n003694,n003694,train/n003694/0233_01.jpg,/content/vggface2_subset/train/011_n003694_n003694/0019.jpg
train,12,n001060,n001060,train/n001060/0223_01.jpg,/content/vggface2_subset/train/012_n001060_n001060/0000.jpg
train,12,n001060,n001060,train/n001060/0420_01.jpg,/content/vggface2_subset/train/012_n001060_n001060/0001.jpg
train,12,n001060,n001060,train/n001060/0301_01.jpg,/content/vggface2_subset/train/012_n001060_n001060/0002.jpg
train,12,n001060,n001060,train/n001060/0191_05.jpg,/content/vggface2_subset/train/012_n001060_n001060/0003.jpg
