attack_type,eps,eps_step,max_iter,targeted,target_strategy,target_class,source_model,target_model,transferability_setting,generated_image_size,nn2_eval_image_size,dataset_label,identity_id,identity_name,identity_dir,true_facenet_id,source_image_path,adversarial_image_path,linf,mean_abs_perturbation
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,2585,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/001_n002771_Felix_Neureuther/0000.png,0.016667,0.01051
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,2585,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0001.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/001_n002771_Felix_Neureuther/0001.png,0.016667,0.009064
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,2585,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0002.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/001_n002771_Felix_Neureuther/0002.png,0.016667,0.010126
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,2585,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0003.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/001_n002771_Felix_Neureuther/0003.png,0.016667,0.009909
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,2585,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0004.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/001_n002771_Felix_Neureuther/0004.png,0.016667,0.009113
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,2585,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0005.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/001_n002771_Felix_Neureuther/0005.png,0.016667,0.009002
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,2585,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0006.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/001_n002771_Felix_Neureuther/0006.png,0.016667,0.010124
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,2585,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0008.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/001_n002771_Felix_Neureuther/0008.png,0.016667,0.009736
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,2585,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0009.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/001_n002771_Felix_Neureuther/0009.png,0.016667,0.009499
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,5658,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/002_n006115_Mike_Posner/0000.png,0.016667,0.008978
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,5658,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0001.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/002_n006115_Mike_Posner/0001.png,0.016667,0.00892
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,5658,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0002.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/002_n006115_Mike_Posner/0002.png,0.016667,0.010503
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,5658,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0004.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/002_n006115_Mike_Posner/0004.png,0.016667,0.009038
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,5658,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0005.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/002_n006115_Mike_Posner/0005.png,0.016667,0.008824
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,5658,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0006.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/002_n006115_Mike_Posner/0006.png,0.016667,0.008398
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,5658,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0007.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/002_n006115_Mike_Posner/0007.png,0.016667,0.007495
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,5658,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0008.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/002_n006115_Mike_Posner/0008.png,0.016667,0.010105
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,5658,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0009.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/002_n006115_Mike_Posner/0009.png,0.016667,0.008772
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,6487,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/003_n006980_Philip_Michael_Thomas/0000.png,0.016667,0.009652
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,6487,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0001.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/003_n006980_Philip_Michael_Thomas/0001.png,0.016667,0.008127
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,6487,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0002.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/003_n006980_Philip_Michael_Thomas/0002.png,0.016667,0.008544
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,6487,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0003.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/003_n006980_Philip_Michael_Thomas/0003.png,0.016667,0.010072
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,6487,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0004.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/003_n006980_Philip_Michael_Thomas/0004.png,0.016667,0.009341
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,6487,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0005.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/003_n006980_Philip_Michael_Thomas/0005.png,0.016667,0.008488
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,6487,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0007.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/003_n006980_Philip_Michael_Thomas/0007.png,0.016667,0.006577
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,6487,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0009.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/003_n006980_Philip_Michael_Thomas/0009.png,0.016667,0.009545
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,4,n002295,"""Drake""",004_n002295_Drake,2148,dataset/clean_cropped/NN1/004_n002295_Drake/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/004_n002295_Drake/0000.png,0.016667,0.009392
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,4,n002295,"""Drake""",004_n002295_Drake,2148,dataset/clean_cropped/NN1/004_n002295_Drake/0001.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/004_n002295_Drake/0001.png,0.016667,0.009551
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,4,n002295,"""Drake""",004_n002295_Drake,2148,dataset/clean_cropped/NN1/004_n002295_Drake/0002.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/004_n002295_Drake/0002.png,0.016667,0.009831
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,4,n002295,"""Drake""",004_n002295_Drake,2148,dataset/clean_cropped/NN1/004_n002295_Drake/0003.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/004_n002295_Drake/0003.png,0.016667,0.008714
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,4,n002295,"""Drake""",004_n002295_Drake,2148,dataset/clean_cropped/NN1/004_n002295_Drake/0004.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/004_n002295_Drake/0004.png,0.016667,0.010049
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,4,n002295,"""Drake""",004_n002295_Drake,2148,dataset/clean_cropped/NN1/004_n002295_Drake/0005.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/004_n002295_Drake/0005.png,0.016667,0.008216
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,4,n002295,"""Drake""",004_n002295_Drake,2148,dataset/clean_cropped/NN1/004_n002295_Drake/0006.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/004_n002295_Drake/0006.png,0.016667,0.009577
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,4,n002295,"""Drake""",004_n002295_Drake,2148,dataset/clean_cropped/NN1/004_n002295_Drake/0007.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/004_n002295_Drake/0007.png,0.016667,0.009931
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,4,n002295,"""Drake""",004_n002295_Drake,2148,dataset/clean_cropped/NN1/004_n002295_Drake/0008.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/004_n002295_Drake/0008.png,0.016667,0.009675
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,4,n002295,"""Drake""",004_n002295_Drake,2148,dataset/clean_cropped/NN1/004_n002295_Drake/0009.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/004_n002295_Drake/0009.png,0.016667,0.009658
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,1503,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/005_n001597_Chris_Duhon/0000.png,0.016667,0.009338
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,1503,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0001.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/005_n001597_Chris_Duhon/0001.png,0.016667,0.009129
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,1503,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0002.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/005_n001597_Chris_Duhon/0002.png,0.016667,0.00824
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,1503,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0003.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/005_n001597_Chris_Duhon/0003.png,0.016667,0.009548
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,1503,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0004.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/005_n001597_Chris_Duhon/0004.png,0.016667,0.010553
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,1503,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0005.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/005_n001597_Chris_Duhon/0005.png,0.016667,0.009678
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,1503,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0006.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/005_n001597_Chris_Duhon/0006.png,0.016667,0.009152
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,1503,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0007.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/005_n001597_Chris_Duhon/0007.png,0.016667,0.009054
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,1503,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0008.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/005_n001597_Chris_Duhon/0008.png,0.016667,0.009379
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,1503,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0009.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/005_n001597_Chris_Duhon/0009.png,0.016667,0.007981
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,3281,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/006_n003512_H_ctor_Mancilla/0000.png,0.016667,0.009041
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,3281,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0001.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/006_n003512_H_ctor_Mancilla/0001.png,0.016667,0.010018
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,3281,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0002.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/006_n003512_H_ctor_Mancilla/0002.png,0.016667,0.008667
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,3281,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0003.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/006_n003512_H_ctor_Mancilla/0003.png,0.016667,0.008713
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,3281,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0004.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/006_n003512_H_ctor_Mancilla/0004.png,0.016667,0.007997
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,3281,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0005.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/006_n003512_H_ctor_Mancilla/0005.png,0.016667,0.009153
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,3281,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0006.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/006_n003512_H_ctor_Mancilla/0006.png,0.016667,0.008349
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,3281,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0007.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/006_n003512_H_ctor_Mancilla/0007.png,0.016667,0.007695
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,3281,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0008.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/006_n003512_H_ctor_Mancilla/0008.png,0.016667,0.00954
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,3281,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0009.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/006_n003512_H_ctor_Mancilla/0009.png,0.016667,0.009589
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,5460,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/007_n005908_Meera_Jasmine/0000.png,0.016667,0.010035
bim,0.1,0.004166666666666667,4,False,none,-1,NN1_InceptionResnetV1_vggface2,NN2_SENet50,NN1_to_NN2,160,224,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,5460,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0002.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_100/007_n005908_Meera_Jasmine/0002.png,0.016667,0.009606
