attack_type,eps,eps_step,max_iter,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,clean_pred_class,adv_pred_class,clean_class_confidence
bim,0.025,0.0010416666666666,4,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0006.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/002_n006115_Mike_Posner/0006.jpg,0.004167,0.003488,3894,3894,0.008068778552114964
bim,0.025,0.0010416666666666,4,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0007.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/002_n006115_Mike_Posner/0007.jpg,0.004167,0.003124,3894,3894,0.008445551618933678
bim,0.025,0.0010416666666666,4,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0008.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/002_n006115_Mike_Posner/0008.jpg,0.004167,0.00347,3894,3894,0.007482861168682575
bim,0.025,0.0010416666666666,4,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0009.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/002_n006115_Mike_Posner/0009.jpg,0.004167,0.003394,3894,3894,0.00823674164712429
bim,0.025,0.0010416666666666,4,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0000.jpg,0.004167,0.003626,3894,3894,0.007370165549218655
bim,0.025,0.0010416666666666,4,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0001.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0001.jpg,0.004167,0.003295,3894,3894,0.00821433775126934
bim,0.025,0.0010416666666666,4,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0002.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0002.jpg,0.004167,0.003376,3894,3894,0.008123614825308323
bim,0.025,0.0010416666666666,4,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0003.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0003.jpg,0.004167,0.003607,3894,3894,0.006861167028546333
bim,0.025,0.0010416666666666,4,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0004.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0004.jpg,0.004167,0.00356,3894,3894,0.007611644454300404
bim,0.025,0.0010416666666666,4,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0005.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0005.jpg,0.004167,0.003538,3894,3894,0.00777391204610467
bim,0.025,0.0010416666666666,4,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0007.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0007.jpg,0.004167,0.003294,3894,3894,0.008205915801227093
bim,0.025,0.0010416666666666,4,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0009.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/003_n006980_Philip_Michael_Thomas/0009.jpg,0.004167,0.003672,3894,3894,0.007707953918725252
bim,0.025,0.0010416666666666,4,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/004_n002295_Drake/0000.jpg,0.004167,0.003471,3894,3894,0.007432471960783005
bim,0.025,0.0010416666666666,4,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0001.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/004_n002295_Drake/0001.jpg,0.004167,0.003447,3894,3894,0.007487967144697905
bim,0.025,0.0010416666666666,4,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0002.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/004_n002295_Drake/0002.jpg,0.004167,0.0035,3894,3894,0.007736321073025465
bim,0.025,0.0010416666666666,4,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0003.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/004_n002295_Drake/0003.jpg,0.004167,0.003307,3894,3894,0.007502216380089521
bim,0.025,0.0010416666666666,4,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0004.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/004_n002295_Drake/0004.jpg,0.004167,0.003497,3894,3894,0.007707683835178614
bim,0.025,0.0010416666666666,4,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0005.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/004_n002295_Drake/0005.jpg,0.004167,0.003412,3894,3894,0.007676000241190195
bim,0.025,0.0010416666666666,4,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0006.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/004_n002295_Drake/0006.jpg,0.004167,0.003417,3894,3894,0.006889577955007553
bim,0.025,0.0010416666666666,4,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0007.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/004_n002295_Drake/0007.jpg,0.004167,0.003581,3894,3894,0.007265554741024971
bim,0.025,0.0010416666666666,4,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0008.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/004_n002295_Drake/0008.jpg,0.004167,0.003533,3894,3894,0.007328738924115896
bim,0.025,0.0010416666666666,4,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0009.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/004_n002295_Drake/0009.jpg,0.004167,0.003473,3894,3894,0.007342361845076084
bim,0.025,0.0010416666666666,4,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/005_n001597_Chris_Duhon/0000.jpg,0.004167,0.003498,3894,3894,0.0077464887872338295
bim,0.025,0.0010416666666666,4,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0001.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/005_n001597_Chris_Duhon/0001.jpg,0.004167,0.003617,3894,3894,0.007176680024713278
bim,0.025,0.0010416666666666,4,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0002.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/005_n001597_Chris_Duhon/0002.jpg,0.004167,0.003381,3894,3894,0.0075143855065107346
bim,0.025,0.0010416666666666,4,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0003.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/005_n001597_Chris_Duhon/0003.jpg,0.004167,0.003636,3894,3894,0.007743708789348602
bim,0.025,0.0010416666666666,4,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0004.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/005_n001597_Chris_Duhon/0004.jpg,0.004167,0.003777,3894,3894,0.006245906464755535
bim,0.025,0.0010416666666666,4,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0005.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/005_n001597_Chris_Duhon/0005.jpg,0.004167,0.003638,3894,3894,0.007732098456472158
bim,0.025,0.0010416666666666,4,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0006.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/005_n001597_Chris_Duhon/0006.jpg,0.004167,0.003671,3894,3894,0.007254771422594786
bim,0.025,0.0010416666666666,4,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0007.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/005_n001597_Chris_Duhon/0007.jpg,0.004167,0.003434,3894,3894,0.008214762434363365
bim,0.025,0.0010416666666666,4,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0008.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/005_n001597_Chris_Duhon/0008.jpg,0.004167,0.003574,3894,3894,0.007594652008265257
bim,0.025,0.0010416666666666,4,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0009.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/005_n001597_Chris_Duhon/0009.jpg,0.004167,0.003382,3894,3894,0.008301961235702038
bim,0.025,0.0010416666666666,4,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/006_n003512_H_ctor_Mancilla/0000.jpg,0.004167,0.003458,3894,3894,0.007679650094360113
bim,0.025,0.0010416666666666,4,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0001.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/006_n003512_H_ctor_Mancilla/0001.jpg,0.004167,0.00368,3894,3894,0.006955482065677643
bim,0.025,0.0010416666666666,4,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0002.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/006_n003512_H_ctor_Mancilla/0002.jpg,0.004167,0.00341,3894,3894,0.008033751510083675
bim,0.025,0.0010416666666666,4,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0003.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/006_n003512_H_ctor_Mancilla/0003.jpg,0.004167,0.003362,3894,3894,0.008110512979328632
bim,0.025,0.0010416666666666,4,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0004.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/006_n003512_H_ctor_Mancilla/0004.jpg,0.004167,0.003263,3894,3894,0.008233814500272274
bim,0.025,0.0010416666666666,4,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0005.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/006_n003512_H_ctor_Mancilla/0005.jpg,0.004167,0.003631,3894,3894,0.006561461370438337
bim,0.025,0.0010416666666666,4,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0006.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/006_n003512_H_ctor_Mancilla/0006.jpg,0.004167,0.003261,3894,3894,0.008064287714660168
bim,0.025,0.0010416666666666,4,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0007.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/006_n003512_H_ctor_Mancilla/0007.jpg,0.004167,0.00326,3894,3894,0.008316166698932648
bim,0.025,0.0010416666666666,4,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0008.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/006_n003512_H_ctor_Mancilla/0008.jpg,0.004167,0.003485,3894,3894,0.007290438748896122
bim,0.025,0.0010416666666666,4,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0009.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/006_n003512_H_ctor_Mancilla/0009.jpg,0.004167,0.003449,3894,3894,0.007533677387982607
bim,0.025,0.0010416666666666,4,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0000.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/007_n005908_Meera_Jasmine/0000.jpg,0.004167,0.003557,3894,3894,0.007408169563859701
bim,0.025,0.0010416666666666,4,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0002.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/007_n005908_Meera_Jasmine/0002.jpg,0.004167,0.003506,3894,3894,0.007878512144088745
bim,0.025,0.0010416666666666,4,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0003.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/007_n005908_Meera_Jasmine/0003.jpg,0.004167,0.003479,3894,3894,0.008098573423922062
bim,0.025,0.0010416666666666,4,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0004.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/007_n005908_Meera_Jasmine/0004.jpg,0.004167,0.003483,3894,3894,0.007663011085242033
bim,0.025,0.0010416666666666,4,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0005.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/007_n005908_Meera_Jasmine/0005.jpg,0.004167,0.003345,3894,3894,0.008117587305605412
bim,0.025,0.0010416666666666,4,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0006.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/007_n005908_Meera_Jasmine/0006.jpg,0.004167,0.003378,3894,3894,0.0081317825242877
bim,0.025,0.0010416666666666,4,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0008.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/007_n005908_Meera_Jasmine/0008.jpg,0.004167,0.003467,3894,3894,0.007676998153328896
bim,0.025,0.0010416666666666,4,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0009.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/007_n005908_Meera_Jasmine/0009.jpg,0.004167,0.003522,3894,3894,0.007764570880681276
bim,0.025,0.0010416666666666,4,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0001.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/008_n001564_Cherish_Lee/0001.jpg,0.004167,0.003358,3894,3894,0.007976665161550045
bim,0.025,0.0010416666666666,4,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0003.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/008_n001564_Cherish_Lee/0003.jpg,0.004167,0.0034,3894,3894,0.008003754541277885
bim,0.025,0.0010416666666666,4,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0004.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/008_n001564_Cherish_Lee/0004.jpg,0.004167,0.003575,3894,3894,0.00730914669111371
bim,0.025,0.0010416666666666,4,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0005.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/008_n001564_Cherish_Lee/0005.jpg,0.004167,0.003466,3894,3894,0.00802646018564701
bim,0.025,0.0010416666666666,4,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0007.jpg,dataset/attacks/NN2/error_generic/bim/eps_0_025/008_n001564_Cherish_Lee/0007.jpg,0.004167,0.003444,3894,3894,0.00798625685274601
