attack_type,overshoot,max_iter,nb_grads,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,clean_pred_class,adv_pred_class,clean_confidence,adv_confidence
deepfool,0.15,5,3,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0006.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/001_n002771_Felix_Neureuther/0006.tiff,0.037493,0.000929,2585,6203,0.6671822667121887,0.10221974551677704
deepfool,0.15,5,3,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0008.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/001_n002771_Felix_Neureuther/0008.tiff,0.026335,0.001178,2585,5569,0.7909917831420898,0.14991863071918488
deepfool,0.15,5,3,False,none,-1,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0009.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/001_n002771_Felix_Neureuther/0009.tiff,0.017947,0.000906,2585,775,0.7864593267440796,0.2067137509584427
deepfool,0.15,5,3,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0000.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/002_n006115_Mike_Posner/0000.tiff,0.04299,0.001005,5658,3058,0.9380553960800171,0.24549153447151184
deepfool,0.15,5,3,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0001.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/002_n006115_Mike_Posner/0001.tiff,0.006464,0.000267,5658,1646,0.28110072016716003,0.11300644278526306
deepfool,0.15,5,3,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0002.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/002_n006115_Mike_Posner/0002.tiff,0.022004,0.001111,5658,1818,0.5444886088371277,0.15091219544410706
deepfool,0.15,5,3,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0004.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/002_n006115_Mike_Posner/0004.tiff,0.012219,0.00067,5658,8173,0.6982519030570984,0.21726085245609283
deepfool,0.15,5,3,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0005.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/002_n006115_Mike_Posner/0005.tiff,0.000395,2.5e-05,5658,1005,0.06809180974960327,0.06053735315799713
deepfool,0.15,5,3,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0006.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/002_n006115_Mike_Posner/0006.tiff,0.025163,0.000704,5658,7440,0.894892156124115,0.3507794439792633
deepfool,0.15,5,3,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0007.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/002_n006115_Mike_Posner/0007.tiff,0.004004,0.00015,5658,5718,0.22356581687927246,0.08087094128131866
deepfool,0.15,5,3,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0008.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/002_n006115_Mike_Posner/0008.tiff,0.032013,0.001725,5658,1655,0.9197553992271423,0.258220374584198
deepfool,0.15,5,3,False,none,-1,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0009.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/002_n006115_Mike_Posner/0009.tiff,0.017118,0.000861,5658,7165,0.9215119481086731,0.2773883640766144
deepfool,0.15,5,3,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0000.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/003_n006980_Philip_Michael_Thomas/0000.tiff,0.024776,0.001201,6487,1201,0.5961631536483765,0.18225926160812378
deepfool,0.15,5,3,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0001.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/003_n006980_Philip_Michael_Thomas/0001.tiff,0.009304,0.0004,6487,5239,0.5485754609107971,0.23189198970794678
deepfool,0.15,5,3,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0002.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/003_n006980_Philip_Michael_Thomas/0002.tiff,0.002824,0.000106,6487,1914,0.15848122537136078,0.11839410662651062
deepfool,0.15,5,3,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0003.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/003_n006980_Philip_Michael_Thomas/0003.tiff,0.035591,0.002171,6487,7973,0.8788380026817322,0.35504838824272156
deepfool,0.15,5,3,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0004.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/003_n006980_Philip_Michael_Thomas/0004.tiff,0.0536,0.001279,6487,5239,0.8291670680046082,0.3243955075740814
deepfool,0.15,5,3,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0005.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/003_n006980_Philip_Michael_Thomas/0005.tiff,0.011824,0.000572,6487,328,0.6247876882553101,0.13542765378952026
deepfool,0.15,5,3,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0007.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/003_n006980_Philip_Michael_Thomas/0007.tiff,0.009944,0.000286,6487,6926,0.6244078874588013,0.11994003504514694
deepfool,0.15,5,3,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0009.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/003_n006980_Philip_Michael_Thomas/0009.tiff,0.04851,0.001826,6487,1201,0.7390134334564209,0.21323367953300476
deepfool,0.15,5,3,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0000.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/004_n002295_Drake/0000.tiff,0.045116,0.00144,2148,2391,0.9096596240997314,0.2893189787864685
deepfool,0.15,5,3,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0001.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/004_n002295_Drake/0001.tiff,0.023122,0.001311,2148,4102,0.8657336235046387,0.29445144534111023
deepfool,0.15,5,3,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0002.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/004_n002295_Drake/0002.tiff,0.046652,0.002425,2148,1289,0.862244725227356,0.2371319979429245
deepfool,0.15,5,3,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0003.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/004_n002295_Drake/0003.tiff,0.014584,0.000619,2148,2338,0.854289174079895,0.2612948417663574
deepfool,0.15,5,3,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0004.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/004_n002295_Drake/0004.tiff,0.040647,0.001823,2148,2995,0.8828394412994385,0.26996222138404846
deepfool,0.15,5,3,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0005.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/004_n002295_Drake/0005.tiff,0.011119,0.000666,2148,5455,0.7341896295547485,0.25176674127578735
deepfool,0.15,5,3,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0006.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/004_n002295_Drake/0006.tiff,0.064113,0.002687,2148,8242,0.9350500702857971,0.3839593529701233
deepfool,0.15,5,3,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0007.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/004_n002295_Drake/0007.tiff,0.054157,0.002115,2148,4256,0.9129663705825806,0.3101620376110077
deepfool,0.15,5,3,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0008.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/004_n002295_Drake/0008.tiff,0.038092,0.002802,2148,7972,0.8680831789970398,0.22490611672401428
deepfool,0.15,5,3,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0009.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/004_n002295_Drake/0009.tiff,0.050274,0.002595,2148,456,0.8660204410552979,0.24629557132720947
deepfool,0.15,5,3,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0000.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/005_n001597_Chris_Duhon/0000.tiff,0.024436,0.000939,1503,823,0.5111225247383118,0.1770821213722229
deepfool,0.15,5,3,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0001.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/005_n001597_Chris_Duhon/0001.tiff,0.01904,0.000875,1503,3392,0.7129720449447632,0.30378296971321106
deepfool,0.15,5,3,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0002.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/005_n001597_Chris_Duhon/0002.tiff,0.008973,0.000509,1503,3392,0.7491146326065063,0.3479916751384735
deepfool,0.15,5,3,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0003.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/005_n001597_Chris_Duhon/0003.tiff,0.010417,0.00052,1503,6017,0.4428126811981201,0.24692943692207336
deepfool,0.15,5,3,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0004.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/005_n001597_Chris_Duhon/0004.tiff,0.023418,0.001228,1503,5078,0.6541860699653625,0.3200373947620392
deepfool,0.15,5,3,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0005.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/005_n001597_Chris_Duhon/0005.tiff,0.022128,0.000721,1503,1308,0.6063593029975891,0.2749040424823761
deepfool,0.15,5,3,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0006.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/005_n001597_Chris_Duhon/0006.tiff,0.018872,0.000937,1503,2106,0.7120198607444763,0.16403257846832275
deepfool,0.15,5,3,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0007.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/005_n001597_Chris_Duhon/0007.tiff,0.025203,0.000994,1503,1308,0.844202995300293,0.3245956003665924
deepfool,0.15,5,3,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0008.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/005_n001597_Chris_Duhon/0008.tiff,0.007282,0.000451,1503,513,0.4410969018936157,0.2462366223335266
deepfool,0.15,5,3,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0009.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/005_n001597_Chris_Duhon/0009.tiff,0.003579,0.000143,1503,3392,0.19064243137836456,0.12020865827798843
deepfool,0.15,5,3,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0000.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/006_n003512_H_ctor_Mancilla/0000.tiff,0.008324,0.000412,3281,2534,0.4520534574985504,0.124094158411026
deepfool,0.15,5,3,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0001.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/006_n003512_H_ctor_Mancilla/0001.tiff,0.0444,0.00176,3281,1928,0.8972650170326233,0.3819773495197296
deepfool,0.15,5,3,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0002.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/006_n003512_H_ctor_Mancilla/0002.tiff,0.025942,0.001072,3281,5123,0.9252805113792419,0.16436676681041718
deepfool,0.15,5,3,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0003.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/006_n003512_H_ctor_Mancilla/0003.tiff,0.017265,0.000914,3281,1928,0.7637206315994263,0.30395856499671936
deepfool,0.15,5,3,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0004.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/006_n003512_H_ctor_Mancilla/0004.tiff,0.003966,0.00019,3281,6904,0.23376120626926422,0.08159042149782181
deepfool,0.15,5,3,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0005.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/006_n003512_H_ctor_Mancilla/0005.tiff,0.025756,0.000748,3281,5123,0.5965358018875122,0.1364995539188385
deepfool,0.15,5,3,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0006.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/006_n003512_H_ctor_Mancilla/0006.tiff,0.009459,0.000378,3281,1928,0.6407854557037354,0.34677791595458984
deepfool,0.15,5,3,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0007.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/006_n003512_H_ctor_Mancilla/0007.tiff,0.001056,2.5e-05,3281,8242,0.08694638311862946,0.07573853433132172
deepfool,0.15,5,3,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0008.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/006_n003512_H_ctor_Mancilla/0008.tiff,0.018893,0.000917,3281,2914,0.8607618808746338,0.28906533122062683
deepfool,0.15,5,3,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0009.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/006_n003512_H_ctor_Mancilla/0009.tiff,0.030855,0.001214,3281,1928,0.8642507791519165,0.3656921982765198
deepfool,0.15,5,3,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0000.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/007_n005908_Meera_Jasmine/0000.tiff,0.036043,0.001463,5460,8271,0.8913449645042419,0.38738492131233215
deepfool,0.15,5,3,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0002.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/007_n005908_Meera_Jasmine/0002.tiff,0.0144,0.000394,5460,6779,0.40681663155555725,0.12918460369110107
deepfool,0.15,5,3,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0003.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/007_n005908_Meera_Jasmine/0003.tiff,0.005732,0.000188,5460,8271,0.5063905715942383,0.32700008153915405
deepfool,0.15,5,3,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0004.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/007_n005908_Meera_Jasmine/0004.tiff,0.018267,0.000679,5460,7751,0.5798915028572083,0.14610280096530914
deepfool,0.15,5,3,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0005.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/007_n005908_Meera_Jasmine/0005.tiff,0.01483,0.000546,5460,6860,0.6981450915336609,0.20918571949005127
deepfool,0.15,5,3,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0006.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/007_n005908_Meera_Jasmine/0006.tiff,0.02163,0.001207,5460,3640,0.8163496255874634,0.3030488193035126
deepfool,0.15,5,3,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0008.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/007_n005908_Meera_Jasmine/0008.tiff,0.018326,0.000537,5460,6762,0.6646301746368408,0.18883326649665833
deepfool,0.15,5,3,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0009.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/007_n005908_Meera_Jasmine/0009.tiff,0.024746,0.001132,5460,8271,0.852846086025238,0.4224112033843994
deepfool,0.15,5,3,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0001.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/008_n001564_Cherish_Lee/0001.tiff,0.000224,7e-06,1471,5925,0.0891345962882042,0.08680625259876251
deepfool,0.15,5,3,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0003.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/008_n001564_Cherish_Lee/0003.tiff,0.01612,0.000304,1471,3159,0.4586799740791321,0.187819242477417
deepfool,0.15,5,3,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0004.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/008_n001564_Cherish_Lee/0004.tiff,0.013303,0.000581,1471,3177,0.6589651703834534,0.2020847648382187
deepfool,0.15,5,3,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0005.tiff,dataset/attacks/NN1/error_generic/deepfool/samples/008_n001564_Cherish_Lee/0005.tiff,0.029075,0.000557,1471,3159,0.7762652039527893,0.3114739954471588
