attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,true_facenet_id,clean_pred_class,adv_pred_class,clean_true_class_confidence,adv_true_class_confidence,clean_correct_nn2,adv_correct_nn2,prediction_changed_nn2,transfer_success_nn2
fgsm,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/003_n006980_Philip_Michael_Thomas/0004.tiff,0.025,0.024068,6487,6487,6487,0.9947380423545837,0.6209472417831421,1,1,0,0
fgsm,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/003_n006980_Philip_Michael_Thomas/0005.tiff,0.025,0.024071,6487,6487,2387,0.9986410737037659,0.10510990023612976,1,0,1,1
fgsm,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0007.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/003_n006980_Philip_Michael_Thomas/0007.tiff,0.025,0.024037,6487,6487,3584,0.9645437598228455,0.010903149843215942,1,0,1,1
fgsm,0.025,False,none,-1,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/003_n006980_Philip_Michael_Thomas/0009.tiff,0.025,0.024068,6487,6487,6487,0.994025707244873,0.784088671207428,1,1,0,0
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0000.tiff,0.025,0.023946,2148,2148,2148,0.9985609650611877,0.4578327238559723,1,1,0,0
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0001.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0001.tiff,0.025,0.024053,2148,2148,2148,0.9750396013259888,0.2216423749923706,1,1,0,0
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0002.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0002.tiff,0.025,0.023994,2148,2148,2148,0.9944735169410706,0.6004166007041931,1,1,0,0
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0003.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0003.tiff,0.025,0.024063,2148,2148,6311,0.9895757436752319,0.010086053051054478,1,0,1,1
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0004.tiff,0.025,0.023834,2148,2148,2148,0.9945935606956482,0.458400696516037,1,1,0,0
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0005.tiff,0.025,0.024069,2148,2148,2603,0.9030477404594421,0.027544694021344185,1,0,1,1
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0006.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0006.tiff,0.025,0.023361,2148,2148,2148,0.9966989159584045,0.978826105594635,1,1,0,0
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0007.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0007.tiff,0.025,0.02377,2148,2148,2148,0.994520902633667,0.9435916543006897,1,1,0,0
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0008.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0008.tiff,0.025,0.024016,2148,2148,2148,0.9887937903404236,0.7657079696655273,1,1,0,0
fgsm,0.025,False,none,-1,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/004_n002295_Drake/0009.tiff,0.025,0.023875,2148,2148,2148,0.9965749382972717,0.7382924556732178,1,1,0,0
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0000.tiff,0.025,0.024027,1503,1503,3138,0.9598080515861511,0.10316543281078339,1,0,1,1
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0001.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0001.tiff,0.025,0.023235,1503,1503,2779,0.4361981749534607,0.019593406468629837,1,0,1,1
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0002.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0002.tiff,0.025,0.02377,1503,1503,159,0.9093050956726074,0.0481836199760437,1,0,1,1
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0003.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0003.tiff,0.025,0.024032,1503,1503,759,0.630693793296814,0.017954042181372643,1,0,1,1
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0004.tiff,0.025,0.023987,1503,1503,8072,0.8295800685882568,0.025469474494457245,1,0,1,1
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0005.tiff,0.025,0.024064,1503,1503,4647,0.7491530179977417,0.0002002086694119498,1,0,1,1
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0006.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0006.tiff,0.025,0.024069,1503,1503,1503,0.9910160303115845,0.28587785363197327,1,1,0,0
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0007.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0007.tiff,0.025,0.024071,1503,1503,1503,0.9942552447319031,0.44819769263267517,1,1,0,0
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0008.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0008.tiff,0.025,0.024067,1503,1503,7544,0.915156900882721,0.010596646927297115,1,0,1,1
fgsm,0.025,False,none,-1,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/005_n001597_Chris_Duhon/0009.tiff,0.025,0.024069,1503,1503,7936,0.5773392915725708,7.806118810549378e-05,1,0,1,1
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0000.tiff,0.025,0.024056,3281,3281,2534,0.8947374224662781,0.11317531019449234,1,0,1,1
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0001.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0001.tiff,0.025,0.023939,3281,3281,3281,0.9947748184204102,0.9705490469932556,1,1,0,0
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0002.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0002.tiff,0.025,0.024021,3281,3281,6799,0.9116744995117188,0.0036610420793294907,1,0,1,1
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0003.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0003.tiff,0.025,0.024063,3281,3281,4943,0.9718402028083801,0.13907214999198914,1,0,1,1
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0004.tiff,0.025,0.023983,3281,3281,7073,0.8206740021705627,0.0005551385111175478,1,0,1,1
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0005.tiff,0.025,0.023657,3281,2052,3016,0.19404122233390808,0.011512485332787037,0,0,1,0
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0006.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0006.tiff,0.025,0.024071,3281,1928,1928,0.1440604329109192,0.0025910583790391684,0,0,0,0
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0007.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0007.tiff,0.025,0.023524,3281,3281,121,0.9454699158668518,0.03336528688669205,1,0,1,1
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0008.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0008.tiff,0.025,0.024001,3281,3281,3281,0.9813149571418762,0.5006332397460938,1,1,0,0
fgsm,0.025,False,none,-1,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0009.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/006_n003512_H_ctor_Mancilla/0009.tiff,0.025,0.024049,3281,3281,1928,0.9322899580001831,0.18175150454044342,1,0,1,1
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0000.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0000.tiff,0.025,0.023632,5460,5460,5460,0.9787886142730713,0.695771336555481,1,1,0,0
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0002.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0002.tiff,0.025,0.023922,5460,5460,6548,0.9612586498260498,0.0011843978427350521,1,0,1,1
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0003.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0003.tiff,0.025,0.024071,5460,5460,7608,0.9902779459953308,0.026179004460573196,1,0,1,1
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0004.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0004.tiff,0.025,0.023875,5460,5460,5970,0.7947314977645874,0.007221919484436512,1,0,1,1
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0005.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0005.tiff,0.025,0.023857,5460,5460,3774,0.8517308831214905,0.00032831053249537945,1,0,1,1
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0006.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0006.tiff,0.025,0.024069,5460,5460,5460,0.9943377375602722,0.19646801054477692,1,1,0,0
fgsm,0.025,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0008.tiff,dataset/attacks/NN1/error_generic/fgsm/eps_0_025/007_n005908_Meera_Jasmine/0008.tiff,0.025,0.024029,5460,5460,698,0.9676149487495422,0.0037338011898100376,1,0,1,1
